2025-07-21 11:16:33.673 | INFO     | __main__:preprocess_dataset:68 - Starting data preprocessing
2025-07-21 11:19:08.239 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 747: Question: hola @applesupport necesito urgente la a...
2025-07-21 11:19:08.260 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 749: Question: @applesupport hi what is going on has yo...
2025-07-21 11:19:08.292 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 756: Question: my home button does nt work ios11 @apple...
2025-07-21 11:19:08.323 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 758: Question: hey last time i downloaded an update my ...
2025-07-21 11:19:08.343 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 765: Question: after update ios1103 no spotify on my lo...
2025-07-21 11:19:08.384 | INFO     | __main__:preprocess_dataset:99 - Found 32 queries in chunk
2025-07-21 11:19:08.654 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1480: Question: @hpsupport laserjet pro m102w will not p...
2025-07-21 11:19:08.677 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1485: Question: @hpsupport i m sending my notebook in fo...
2025-07-21 11:19:08.697 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1488: Question: @hpsupport i would like to speak to a te...
2025-07-21 11:19:08.800 | INFO     | __main__:preprocess_dataset:99 - Found 51 queries in chunk
2025-07-21 11:19:09.075 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1695: Question: my order has nt arrived it was due 14th ...
2025-07-21 11:19:09.097 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1699: Question: @amazonhelp i called customer service an...
2025-07-21 11:19:09.119 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1710: Question: @amazonhelp where can i chat with a supp...
2025-07-21 11:19:09.143 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1713: Question: @amazonhelp if i add another adult to my...
2025-07-21 11:19:09.161 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1736: Question: two fake items in one day time to cancel...
2025-07-21 11:19:09.181 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1741: Question: please spend time amp money to fix your ...
2025-07-21 11:19:09.208 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1748: Question: @amazonhelp that is not my apartment thi...
2025-07-21 11:19:09.228 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1755: Question: why does my i not work please fix this A...
2025-07-21 11:19:09.247 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1759: Question: why is i keep changing to this and how d...
2025-07-21 11:19:09.263 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1761: Question: ios 11 is killing my battery fix it Answ...
2025-07-21 11:19:09.287 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1764: Question: @applesupport hello i need some help reg...
2025-07-21 11:19:09.305 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1770: Question: @applesupport why is my home sharing not...
2025-07-21 11:19:09.325 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1781: Question: @applesupport why ca nt i change ringer ...
2025-07-21 11:19:09.342 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1783: Question: if my words even mean a thing to you i a...
2025-07-21 11:19:09.372 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1785: Question: @applesupport epıl bana yardımcı olur mu...
2025-07-21 11:19:09.392 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 1791: Question: why wo nt my apps fuccin download or upd...
2025-07-21 11:19:09.594 | INFO     | __main__:preprocess_dataset:99 - Found 55 queries in chunk
2025-07-21 11:19:09.708 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2311: Question: will lr6 support the sony a7r3 Answer: h...
2025-07-21 11:19:09.726 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2326: Question: any update for when hdr merge and panora...
2025-07-21 11:19:09.959 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2549: Question: @amazonhelp hi i ordered an item on 18 o...
2025-07-21 11:19:09.977 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2559: Question: @amazonhelp hello i m having an issue wi...
2025-07-21 11:19:09.997 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2561: Question: erm @amazonhelp i bought this item for 5...
2025-07-21 11:19:10.021 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2565: Question: @amazonhelp where is my order Answer: i ...
2025-07-21 11:19:10.040 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2580: Question: the queue is clueless on amazon househol...
2025-07-21 11:19:10.059 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2586: Question: not dlvd after 1 wk u lied 2 @amazonhelp...
2025-07-21 11:19:10.078 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2602: Question: rapidly losing faith in and their esl cs...
2025-07-21 11:19:10.109 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2613: Question: cupertino we have a problem .@applesuppo...
2025-07-21 11:19:10.139 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2616: Question: @applesupport why is my battery life sho...
2025-07-21 11:19:10.158 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2620: Question: @applesupport watchos4 made my watch poi...
2025-07-21 11:19:10.176 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2624: Question: its been a few days since made me update...
2025-07-21 11:19:10.197 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2632: Question: and why is my music never in my control ...
2025-07-21 11:19:10.221 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2635: Question: just updated ios on iphone7 now icloud b...
2025-07-21 11:19:10.257 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2642: Question: @applesupport still no reliable bluetoot...
2025-07-21 11:19:10.275 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2645: Question: when will the bug in the calendar app be...
2025-07-21 11:19:10.294 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2648: Question: @applesupport do you have any apps for e...
2025-07-21 11:19:10.324 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2650: Question: really needs to fix this update my phone...
2025-07-21 11:19:10.343 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2656: Question: my iphone has erased and readded emails ...
2025-07-21 11:19:10.376 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2659: Question: is anyone else having problems with ther...
2025-07-21 11:19:10.395 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2662: Question: so why is this happening i i i @applesup...
2025-07-21 11:19:10.415 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2666: Question: i keep getting this error message saying...
2025-07-21 11:19:10.443 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2676: Question: @applesupport help me i have a problem w...
2025-07-21 11:19:10.460 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2678: Question: @applesupport any idea why icons show up...
2025-07-21 11:19:10.489 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2682: Question: @applesupport ios 11.0.3 on 6s can not a...
2025-07-21 11:19:10.509 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 2684: Question: @applesupport live photo keeps turning o...
2025-07-21 11:19:10.575 | INFO     | __main__:preprocess_dataset:99 - Found 25 queries in chunk
2025-07-21 11:19:10.885 | INFO     | __main__:preprocess_dataset:99 - Found 54 queries in chunk
2025-07-21 11:19:11.242 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3729: Question: @amazonhelp i reset my password 3 times ...
2025-07-21 11:19:11.275 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3733: Question: @amazonhelp um my account was locked as ...
2025-07-21 11:19:11.293 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3737: Question: @amazonhelp warum ist es mir und scheinb...
2025-07-21 11:19:11.313 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3740: Question: @amazonhelp na ultima atualização da ent...
2025-07-21 11:19:11.341 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3761: Question: listen i m having issues with my phone s...
2025-07-21 11:19:11.359 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3764: Question: not only does my phone keep freezing but...
2025-07-21 11:19:11.380 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3767: Question: @applesupport i m no expert in battery l...
2025-07-21 11:19:11.409 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3770: Question: @applesupport this is my top bar every t...
2025-07-21 11:19:11.426 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 3773: Question: @applesupport ios 11.1 keyboard lag Answ...
2025-07-21 11:19:11.667 | INFO     | __main__:preprocess_dataset:99 - Found 27 queries in chunk
2025-07-21 11:19:11.841 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4499: Question: any chance y all are gon na ever fix the...
2025-07-21 11:19:11.871 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4511: Question: @microsofthelps hi this is happening onc...
2025-07-21 11:19:12.046 | INFO     | __main__:preprocess_dataset:99 - Found 45 queries in chunk
2025-07-21 11:19:12.108 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4788: Question: so sad @amazonhelp ruined his first hall...
2025-07-21 11:19:12.187 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4859: Question: @amazonhelp i m not receiving 2step code...
2025-07-21 11:19:12.218 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4871: Question: really considering getting a new kind of...
2025-07-21 11:19:12.250 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4875: Question: come on @applesupport ios11.1 same bug a...
2025-07-21 11:19:12.270 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4879: Question: @applesupport i ca nt download songs pro...
2025-07-21 11:19:12.301 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4882: Question: @applesupport tell me why iive updated m...
2025-07-21 11:19:12.345 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4890: Question: @applesupport whenever i try to see the ...
2025-07-21 11:19:12.377 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4893: Question: this i shit annoying yo fix this shit An...
2025-07-21 11:19:12.411 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4896: Question: @applesupport please make this stop Answ...
2025-07-21 11:19:12.447 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4901: Question: please fix the battery issues in ios 11 ...
2025-07-21 11:19:12.471 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4906: Question: @applesupport the overlapping url over t...
2025-07-21 11:19:12.515 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4909: Question: コレは本当に困るゲームも出来なくなったしアップデートしなきゃ良かったд @app...
2025-07-21 11:19:12.550 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4912: Question: series1 applewatch would consistently ge...
2025-07-21 11:19:12.578 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4915: Question: do nt complain a lot about but when batt...
2025-07-21 11:19:12.600 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 4917: Question: .@applesupport why my iphone keep dying ...
2025-07-21 11:19:12.775 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 5149: Question: @amazonhelp trying to get a friends play...
2025-07-21 11:19:12.814 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 5285: Question: @amazonhelp hey amazon please help me i ...
2025-07-21 11:19:12.845 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 5315: Question: @amazonhelp someone keeps trying to buy ...
2025-07-21 11:19:12.888 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 5319: Question: ach schau an meine bestellung war unzust...
2025-07-21 11:19:12.932 | DEBUG    | __main__:preprocess_dataset:120 - Added Q-A pair for tweet_id 5331: Question: @amazonhelp live chat down in the uk and...
2025-07-21 11:19:13.200 | INFO     | __main__:preprocess_dataset:130 - Processed 100 Q-A pairs, saved to data/faqs_processed.json
2025-07-24 16:11:52.652 | INFO     | __main__:initialize_rag_pipeline:39 - Initializing RAG pipeline
2025-07-24 16:12:06.628 | ERROR    | __main__:initialize_rag_pipeline:82 - Failed to initialize Pinecone vector store: Pinecone.__init__() got an unexpected keyword argument 'index_name'
2025-07-24 16:30:48.993 | INFO     | __main__:initialize_rag_pipeline:39 - Initializing RAG pipeline
2025-07-24 16:30:57.394 | ERROR    | __main__:initialize_rag_pipeline:82 - Failed to initialize Pinecone vector store: Pinecone.__init__() missing 1 required positional argument: 'text_key'
2025-07-24 16:32:41.030 | INFO     | __main__:initialize_rag_pipeline:39 - Initializing RAG pipeline
2025-07-24 16:32:48.275 | ERROR    | __main__:initialize_rag_pipeline:82 - Failed to initialize Pinecone vector store: module 'pinecone' has no attribute 'Index'
2025-07-24 16:43:21.804 | INFO     | __main__:initialize_rag_pipeline:25 - Initializing RAG pipeline
2025-07-24 16:43:40.343 | INFO     | __main__:initialize_rag_pipeline:97 - RAG pipeline initialized
2025-07-24 16:43:40.343 | INFO     | __main__:query_rag:102 - Processing query: How do I fix my iPhone not charging?
2025-07-24 16:43:42.383 | ERROR    | __main__:query_rag:108 - Error processing query: 'InferenceClient' object has no attribute 'post'
2025-07-24 16:47:17.302 | INFO     | __main__:initialize_rag_pipeline:25 - Initializing RAG pipeline
